年,品目,都道府県,作付面積（ha）,収穫量（t）,出荷量（t）
1992,水稲,千葉県,71200,358800,322920
1993,水稲,千葉県,71600,306400,275760
1994,水稲,千葉県,72800,382200,343980
1995,水稲,千葉県,71200,351700,316530
1996,水稲,千葉県,69400,357400,321660
1997,水稲,千葉県,68500,359600,323640
1998,水稲,千葉県,64500,314800,283320
1999,水稲,千葉県,63600,334500,301050
2000,水稲,千葉県,63200,347600,312840
2001,水稲,千葉県,61700,323300,290970
2002,水稲,千葉県,61300,321800,289620
2003,水稲,千葉県,61300,305300,274770
2004,水稲,千葉県,62900,352200,316980
2005,水稲,千葉県,62900,339000,305100
2006,水稲,千葉県,62700,318500,286650
2007,水稲,千葉県,62900,328300,295470
2008,水稲,千葉県,62100,347100,312390
2009,水稲,千葉県,62000,326700,294030
2010,水稲,千葉県,61400,332800,299520
2011,水稲,千葉県,60400,321900,289710
2012,水稲,千葉県,60500,334000,300600
2013,水稲,千葉県,60900,337400,303660
2014,水稲,千葉県,60200,335900,302310
2015,水稲,千葉県,57000,307200,276480
2016,水稲,千葉県,55700,305800,275220
2017,水稲,千葉県,55200,299700,269730
2018,水稲,千葉県,55600,301400,271260
2019,水稲,千葉県,56000,289000,260100
2020,水稲,千葉県,55400,297500,267750
2021,水稲,千葉県,50600,277800,250020
1985,水稲,東京都,594,2240,2016
1986,水稲,東京都,571,2020,1818
1987,水稲,東京都,512,1900,1710
1988,水稲,東京都,468,1600,1440
1989,水稲,東京都,455,1670,1503
1990,水稲,東京都,437,1640,1476
1991,水稲,東京都,419,1500,1350
1992,水稲,東京都,404,1490,1341
1993,水稲,東京都,347,1160,1044
1994,水稲,東京都,331,1250,1125
1995,水稲,東京都,311,1170,1053
1996,水稲,東京都,291,1120,1008
1997,水稲,東京都,278,1100,990
1998,水稲,東京都,257,928,835.2
1999,水稲,東京都,251,999,899.1
2000,水稲,東京都,242,987,888.3
2001,水稲,東京都,235,940,846
2002,水稲,東京都,222,895,805.5
2003,水稲,東京都,214,807,726.3
2004,水稲,東京都,207,865,778.5
2005,水稲,東京都,201,834,750.6
2006,水稲,東京都,191,756,680.4
2007,水稲,東京都,188,765,688.5
2008,水稲,東京都,187,765,688.5
2009,水稲,東京都,186,753,677.7
2010,水稲,東京都,179,709,638.1
2011,水稲,東京都,165,700,630
2012,水稲,東京都,161,670,603
2013,水稲,東京都,161,668,601.2
2014,水稲,東京都,159,661,594.9
2015,水稲,東京都,156,632,568.8
2016,水稲,東京都,151,627,564.3
2017,水稲,東京都,141,580,522
2018,水稲,東京都,133,555,499.5
2019,水稲,東京都,129,519,467.1
2020,水稲,東京都,124,496,446.4
2021,水稲,東京都,120,486,437.4
1985,水稲,神奈川県,5180,22400,20160
1986,水稲,神奈川県,5070,21000,18900
1987,水稲,神奈川県,4750,20700,18630
1988,水稲,神奈川県,4620,18000,16200
1989,水稲,神奈川県,4450,19600,17640
1990,水稲,神奈川県,4320,18700,16830
1991,水稲,神奈川県,4230,17100,15390
1992,水稲,神奈川県,4110,18100,16290
1993,水稲,神奈川県,3980,16700,15030
1994,水稲,神奈川県,4050,19100,17190
1995,水稲,神奈川県,3920,17700,15930
1996,水稲,神奈川県,3720,17700,15930
1997,水稲,神奈川県,3610,17000,15300
1998,水稲,神奈川県,3440,15100,13590
1999,水稲,神奈川県,3370,15900,14310
2000,水稲,神奈川県,3350,15900,14310
2001,水稲,神奈川県,3340,15700,14130
2002,水稲,神奈川県,3320,15700,14130
2003,水稲,神奈川県,3310,15100,13590
2004,水稲,神奈川県,3300,16600,14940
2005,水稲,神奈川県,3300,16400,14760
2006,水稲,神奈川県,3280,15200,13680
2007,水稲,神奈川県,3280,16100,14490
2008,水稲,神奈川県,3230,16400,14760
2009,水稲,神奈川県,3220,16000,14400
2010,水稲,神奈川県,3220,15400,13860
2011,水稲,神奈川県,3220,16500,14850
2012,水稲,神奈川県,3210,15800,14220
2013,水稲,神奈川県,3150,15600,14040
2014,水稲,神奈川県,3140,15700,14130
2015,水稲,神奈川県,3130,15200,13680
2016,水稲,神奈川県,3120,15400,13860
2017,水稲,神奈川県,3090,15700,14130
2018,水稲,神奈川県,3080,15200,13680
2019,水稲,神奈川県,3040,14300,12870
2020,水稲,神奈川県,2990,14200,12780
2021,水稲,神奈川県,2920,14400,12960
1985,水稲,新潟県,152300,819400,737460
1986,水稲,新潟県,150300,822100,739890
1987,水稲,新潟県,141500,769800,692820
1988,水稲,新潟県,139400,736000,662400
1989,水稲,新潟県,139000,727000,654300
1990,水稲,新潟県,138100,734700,661230
1991,水稲,新潟県,137100,688200,619380
1992,水稲,新潟県,139100,763700,687330
1993,水稲,新潟県,140700,661300,595170
1994,水稲,新潟県,143300,783900,705510
1995,水稲,新潟県,137800,687600,618840
1996,水稲,新潟県,129700,696500,626850
1997,水稲,新潟県,128900,671600,604440
1998,水稲,新潟県,120100,611300,550170
1999,水稲,新潟県,120900,654100,588690
2000,水稲,新潟県,120700,659000,593100
2001,水稲,新潟県,117500,654500,589050
2002,水稲,新潟県,117700,652100,586890
2003,水稲,新潟県,116200,594900,535410
2004,水稲,新潟県,119900,594700,535230
2005,水稲,新潟県,121000,652200,586980
2006,水稲,新潟県,120300,650800,585720
2007,水稲,新潟県,120700,650600,585540
2008,水稲,新潟県,116900,644100,579690
2009,水稲,新潟県,117400,626900,564210
2010,水稲,新潟県,117900,617800,556020
2011,水稲,新潟県,117400,631600,568440
2012,水稲,新潟県,117500,655700,590130
2013,水稲,新潟県,119700,664300,597870
2014,水稲,新潟県,120100,656900,591210
2015,水稲,新潟県,117500,619200,557280
2016,水稲,新潟県,116800,678600,610740
2017,水稲,新潟県,116300,611700,550530
2018,水稲,新潟県,118200,627600,564840
2019,水稲,新潟県,119200,646100,581490
2020,水稲,新潟県,119500,666800,600120
2021,水稲,新潟県,117200,620000,558000
1985,水稲,富山県,55700,289100,260190
1986,水稲,富山県,54900,288200,259380
1987,水稲,富山県,51000,266700,240030
1988,水稲,富山県,50100,242500,218250
1989,水稲,富山県,49900,239000,215100
1990,水稲,富山県,50000,262000,235800
1991,水稲,富山県,49500,243000,218700
1992,水稲,富山県,51000,269800,242820
1993,水稲,富山県,51400,228200,205380
1994,水稲,富山県,55400,299700,269730
1995,水稲,富山県,52300,264600,238140
1996,水稲,富山県,47800,256200,230580
1997,水稲,富山県,47400,245100,220590
1998,水稲,富山県,43100,214200,192780
1999,水稲,富山県,42800,224300,201870
2000,水稲,富山県,42500,229500,206550
2001,水稲,富山県,41200,224500,202050
2002,水稲,富山県,41000,222600,200340
2003,水稲,富山県,40400,204400,183960
2004,水稲,富山県,40900,219600,197640
2005,水稲,富山県,41100,220700,198630
2006,水稲,富山県,40900,222900,200610
2007,水稲,富山県,40600,211500,190350
2008,水稲,富山県,39700,219100,197190
2009,水稲,富山県,39500,212100,190890
2010,水稲,富山県,39800,214100,192690
2011,水稲,富山県,38900,214300,192870
2012,水稲,富山県,39000,209000,188100
2013,水稲,富山県,39700,216800,195120
2014,水稲,富山県,39500,213700,192330
2015,水稲,富山県,38600,215800,194220
2016,水稲,富山県,38100,215600,194040
2017,水稲,富山県,37600,205300,184770
2018,水稲,富山県,37300,205900,185310
2019,水稲,富山県,37200,205700,185130
2020,水稲,富山県,37100,206300,185670
2021,水稲,富山県,36300,2.00E+05,180000
1985,水稲,石川県,37700,183200,164880
1986,水稲,石川県,37100,188800,169920
1987,水稲,石川県,34400,173400,156060
1988,水稲,石川県,34000,167600,150840
1989,水稲,石川県,33800,167600,150840
1990,水稲,石川県,33800,171700,154530
1991,水稲,石川県,33300,159200,143280
1992,水稲,石川県,33900,174900,157410
1993,水稲,石川県,34300,150600,135540
1994,水稲,石川県,35500,181800,163620
1995,水稲,石川県,34000,166900,150210
1996,水稲,石川県,31100,162300,146070
1997,水稲,石川県,30800,153100,137790
1998,水稲,石川県,28100,136300,122670
1999,水稲,石川県,27800,143700,129330
2000,水稲,石川県,27700,141500,127350
2001,水稲,石川県,26900,139600,125640
2002,水稲,石川県,26600,138900,125010
2003,水稲,石川県,26100,128700,115830
2004,水稲,石川県,26800,138800,124920
2005,水稲,石川県,27200,142000,127800
2006,水稲,石川県,26900,138500,124650
2007,水稲,石川県,26700,137000,123300
2008,水稲,石川県,26400,139100,125190
2009,水稲,石川県,26400,134900,121410
2010,水稲,石川県,26400,138300,124470
2011,水稲,石川県,26000,137300,123570
2012,水稲,石川県,26400,138900,125010
2013,水稲,石川県,26700,139400,125460
2014,水稲,石川県,26600,135100,121590
2015,水稲,石川県,26100,136200,122580
2016,水稲,石川県,25600,136700,123030
2017,水稲,石川県,25300,131300,118170
2018,水稲,石川県,25100,130300,117270
2019,水稲,石川県,25000,133000,119700
2020,水稲,石川県,24800,131400,118260
2021,水稲,石川県,23800,125400,112860
1985,水稲,福井県,37300,184300,165870
1986,水稲,福井県,36800,187300,168570
1987,水稲,福井県,34300,171800,154620
1988,水稲,福井県,34000,169000,152100
1989,水稲,福井県,33800,165300,148770
1990,水稲,福井県,33400,169700,152730
1991,水稲,福井県,33200,159000,143100
1992,水稲,福井県,34000,175100,157590
1993,水稲,福井県,34200,152500,137250
1994,水稲,福井県,37600,195100,175590
1995,水稲,福井県,35500,176100,158490
1996,水稲,福井県,33100,173400,156060
1997,水稲,福井県,32900,162500,146250
1998,水稲,福井県,30000,146400,131760
1999,水稲,福井県,29700,152100,136890
2000,水稲,福井県,29500,152200,136980
2001,水稲,福井県,28600,149600,134640
2002,水稲,福井県,28300,142900,128610
2003,水稲,福井県,27800,133400,120060
2004,水稲,福井県,28200,147500,132750
2005,水稲,福井県,28300,147700,132930
2006,水稲,福井県,28000,144500,130050
2007,水稲,福井県,27500,140800,126720
2008,水稲,福井県,26800,141800,127620
2009,水稲,福井県,26800,134000,120600
2010,水稲,福井県,26800,138800,124920
2011,水稲,福井県,26500,138600,124740
2012,水稲,福井県,26400,137000,123300
2013,水稲,福井県,26500,139400,125460
2014,水稲,福井県,26200,133600,120240
2015,水稲,福井県,25600,132600,119340
2016,水稲,福井県,25100,134300,120870
2017,水稲,福井県,24900,130700,117630
2018,水稲,福井県,25000,132500,119250
2019,水稲,福井県,25100,130500,117450
2020,水稲,福井県,25100,130000,117000
2021,水稲,福井県,24500,126200,113580
1985,水稲,山梨県,8080,40100,36090
1986,水稲,山梨県,7870,37800,34020
1987,水稲,山梨県,7410,38300,34470
1988,水稲,山梨県,7290,31100,27990
1989,水稲,山梨県,7210,34800,31320
1990,水稲,山梨県,7040,36500,32850
1991,水稲,山梨県,6890,34400,30960
1992,水稲,山梨県,6880,34400,30960
1993,水稲,山梨県,6780,26600,23940
1994,水稲,山梨県,6870,38300,34470
1995,水稲,山梨県,6700,35500,31950
1996,水稲,山梨県,6190,33200,29880
1997,水稲,山梨県,6020,31600,28440
1998,水稲,山梨県,5690,28500,25650
1999,水稲,山梨県,5640,30200,27180
2000,水稲,山梨県,5570,30300,27270
2001,水稲,山梨県,5500,30100,27090
2002,水稲,山梨県,5500,30100,27090
2003,水稲,山梨県,5480,28200,25380
2004,水稲,山梨県,5500,30400,27360
2005,水稲,山梨県,5540,30500,27450
2006,水稲,山梨県,5530,30200,27180
2007,水稲,山梨県,5520,29800,26820
2008,水稲,山梨県,5310,29100,26190
2009,水稲,山梨県,5330,28000,25200
2010,水稲,山梨県,5290,27900,25110
2011,水稲,山梨県,5290,28800,25920
2012,水稲,山梨県,5280,28600,25740
2013,水稲,山梨県,5260,29000,26100
2014,水稲,山梨県,5090,27800,25020
2015,水稲,山梨県,5030,27100,24390
2016,水稲,山梨県,4990,27300,24570
2017,水稲,山梨県,4960,27200,24480
2018,水稲,山梨県,4900,26600,23940
2019,水稲,山梨県,4890,26500,23850
2020,水稲,山梨県,4880,25800,23220
2021,水稲,山梨県,4850,25800,23220
1985,水稲,長野県,53000,301000,270900
1986,水稲,長野県,52300,302800,272520
1987,水稲,長野県,48200,292600,263340
1988,水稲,長野県,47300,255900,230310
1989,水稲,長野県,47000,260400,234360
1990,水稲,長野県,46500,278500,250650
1991,水稲,長野県,45800,266600,239940
1992,水稲,長野県,46800,273300,245970
1993,水稲,長野県,47300,211400,190260
1994,水稲,長野県,48800,321600,289440
1995,水稲,長野県,46900,274800,247320
1996,水稲,長野県,42700,261800,235620
1997,水稲,長野県,40500,247100,222390
1998,水稲,長野県,37500,217100,195390
1999,水稲,長野県,37300,232800,209520
2000,水稲,長野県,37000,232400,209160
2001,水稲,長野県,36200,229100,206190
2002,水稲,長野県,35800,225500,202950
2003,水稲,長野県,35500,208400,187560
2004,水稲,長野県,36400,230800,207720
2005,水稲,長野県,36700,237400,213660
2006,水稲,長野県,36400,222000,199800
2007,水稲,長野県,36200,224400,201960
2008,水稲,長野県,34600,219400,197460
2009,水稲,長野県,34600,205900,185310
2010,水稲,長野県,34600,211800,190620
2011,水稲,長野県,34200,206600,185940
2012,水稲,長野県,34200,208600,187740
2013,水稲,長野県,34400,217400,195660
2014,水稲,長野県,33900,202400,182160
2015,水稲,長野県,33200,200500,180450
2016,水稲,長野県,32700,204000,183600
2017,水稲,長野県,32300,203200,182880
2018,水稲,長野県,32200,199000,179100
2019,水稲,長野県,32000,198400,178560
2020,水稲,長野県,31800,192700,173430
2021,水稲,長野県,31500,189900,170910
1985,水稲,岐阜県,41000,176700,159030
1986,水稲,岐阜県,40300,174900,157410
1987,水稲,岐阜県,37100,160300,144270
1988,水稲,岐阜県,36300,156800,141120
1989,水稲,岐阜県,35700,151400,136260
1990,水稲,岐阜県,35000,155100,139590
1991,水稲,岐阜県,34300,152600,137340
1992,水稲,岐阜県,34800,160800,144720
1993,水稲,岐阜県,35000,129900,116910
1994,水稲,岐阜県,36900,183400,165060
1995,水稲,岐阜県,34900,160500,144450
1996,水稲,岐阜県,31500,148700,133830
1997,水稲,岐阜県,31000,139800,125820
1998,水稲,岐阜県,28000,110900,99810
1999,水稲,岐阜県,27600,130000,117000
2000,水稲,岐阜県,27400,134800,121320
2001,水稲,岐阜県,26900,133200,119880
2002,水稲,岐阜県,26500,129900,116910
2003,水稲,岐阜県,26200,120000,108000
2004,水稲,岐阜県,26200,127600,114840
2005,水稲,岐阜県,26200,127300,114570
2006,水稲,岐阜県,25700,121000,108900
2007,水稲,岐阜県,25300,119700,107730
2008,水稲,岐阜県,24900,122000,109800
2009,水稲,岐阜県,24700,113600,102240
2010,水稲,岐阜県,24900,118300,106470
2011,水稲,岐阜県,24600,119300,107370
2012,水稲,岐阜県,24600,121000,108900
2013,水稲,岐阜県,24700,122300,110070
2014,水稲,岐阜県,24100,116200,104580
2015,水稲,岐阜県,22500,108200,97380
2016,水稲,岐阜県,22200,107900,97110
2017,水稲,岐阜県,21900,106900,96210
2018,水稲,岐阜県,22500,107600,96840
2019,水稲,岐阜県,22500,108500,97650
2020,水稲,岐阜県,22500,105800,95220
2021,水稲,岐阜県,21600,103200,92880
1985,水稲,静岡県,25700,120800,108720
1986,水稲,静岡県,25200,115900,104310
1987,水稲,静岡県,23500,115200,103680
1988,水稲,静岡県,22900,100500,90450
1989,水稲,静岡県,22600,106200,95580
1990,水稲,静岡県,22300,102600,92340
1991,水稲,静岡県,22000,103200,92880
1992,水稲,静岡県,22200,112300,101070
1993,水稲,静岡県,22200,101900,91710
1994,水稲,静岡県,23100,122400,110160
1995,水稲,静岡県,22200,113200,101880
1996,水稲,静岡県,20900,107800,97020
1997,水稲,静岡県,20400,104900,94410
1998,水稲,静岡県,19300,95500,85950
1999,水稲,静岡県,19300,102500,92250
2000,水稲,静岡県,19100,101000,90900
2001,水稲,静岡県,18700,98200,88380
2002,水稲,静岡県,18600,96200,86580
2003,水稲,静岡県,18400,88700,79830
2004,水稲,静岡県,18500,98800,88920
2005,水稲,静岡県,18500,95500,85950
2006,水稲,静岡県,18400,92400,83160
2007,水稲,静岡県,18300,93100,83790
2008,水稲,静岡県,18000,93400,84060
2009,水稲,静岡県,17700,89000,80100
2010,水稲,静岡県,17500,89600,80640
2011,水稲,静岡県,17200,92700,83430
2012,水稲,静岡県,17100,89800,80820
2013,水稲,静岡県,17100,89100,80190
2014,水稲,静岡県,16800,86400,77760
2015,水稲,静岡県,16300,82000,73800
2016,水稲,静岡県,16000,84000,75600
2017,水稲,静岡県,15700,80900,72810
2018,水稲,静岡県,15800,79900,71910
2019,水稲,静岡県,15700,81200,73080
2020,水稲,静岡県,15500,74100,66690
2021,水稲,静岡県,15300,77400,69660
1985,水稲,愛知県,46600,214800,193320
1986,水稲,愛知県,45600,211100,189990
1987,水稲,愛知県,42500,197200,177480
1988,水稲,愛知県,41100,190700,171630
1989,水稲,愛知県,40300,186600,167940
1990,水稲,愛知県,39400,184400,165960
1991,水稲,愛知県,38700,183100,164790
1992,水稲,愛知県,39000,188800,169920
1993,水稲,愛知県,38900,169200,152280
1994,水稲,愛知県,40500,201700,181530
1995,水稲,愛知県,38700,188900,170010
1996,水稲,愛知県,36400,178400,160560
1997,水稲,愛知県,35400,169600,152640
1998,水稲,愛知県,32900,157900,142110
1999,水稲,愛知県,32500,161500,145350
2000,水稲,愛知県,32400,163300,146970
2001,水稲,愛知県,31900,162700,146430
2002,水稲,愛知県,31100,158000,142200
2003,水稲,愛知県,31000,151600,136440
